id,timestamp,prob,type
IV.RM33.,2016-10-30 02:03:55.900,0.7299478,p
IV.RM33.,2016-10-30 02:04:00.410,0.7269756,s
IV.RM33.,2016-10-30 02:05:37.330,0.95108676,p
IV.RM33.,2016-10-30 02:05:43.830,0.57360125,s
IV.RM33.,2016-10-30 02:08:09.110,0.8699615,p
IV.RM33.,2016-10-30 02:08:15.380,0.5247455,s
IV.RM33.,2016-10-30 02:11:55.430,0.8392117,p
IV.RM33.,2016-10-30 02:12:01.120,0.5039631,s
IV.RM33.,2016-10-30 02:12:21.600,0.9644393,p
IV.RM33.,2016-10-30 02:12:24.780,0.9131284,s
IV.RM33.,2016-10-30 02:14:51.140,0.86860836,p
IV.RM33.,2016-10-30 02:15:52.120,0.76276076,p
IV.RM33.,2016-10-30 02:15:55.340,0.80201375,s
IV.RM33.,2016-10-30 02:17:14.080,0.7622489,p
IV.RM33.,2016-10-30 02:19:30.290,0.7635958,p
IV.RM33.,2016-10-30 02:20:35.320,0.51640093,p
IV.RM33.,2016-10-30 02:22:17.310,0.89942616,p
IV.RM33.,2016-10-30 02:22:23.300,0.59229755,s
IV.RM33.,2016-10-30 02:23:46.940,0.58571124,p
IV.RM33.,2016-10-30 02:24:20.680,0.56001365,p
IV.RM33.,2016-10-30 02:26:47.460,0.9626716,p
IV.RM33.,2016-10-30 02:26:49.630,0.9317014,s
IV.RM33.,2016-10-30 02:28:00.740,0.94040847,p
IV.RM33.,2016-10-30 02:28:08.850,0.5821219,s
IV.RM33.,2016-10-30 02:29:26.240,0.9608023,p
IV.RM33.,2016-10-30 02:29:32.230,0.7039598,s
IV.RM33.,2016-10-30 02:32:16.700,0.66428125,s
IV.RM33.,2016-10-30 02:34:20.720,0.78793454,p
IV.RM33.,2016-10-30 02:34:28.380,0.57693285,s
IV.RM33.,2016-10-30 02:35:20.000,0.5294294,p
IV.RM33.,2016-10-30 02:36:36.630,0.5013502,s
IV.RM33.,2016-10-30 02:39:25.430,0.94188976,p
IV.RM33.,2016-10-30 02:39:29.480,0.80299735,s
IV.RM33.,2016-10-30 02:44:35.440,0.8242026,p
IV.RM33.,2016-10-30 02:44:41.210,0.7842746,s
IV.RM33.,2016-10-30 02:46:35.550,0.5439855,s
IV.RM33.,2016-10-30 02:46:51.720,0.96270233,p
IV.RM33.,2016-10-30 02:46:57.120,0.788103,s
IV.RM33.,2016-10-30 02:48:19.740,0.76464945,p
IV.RM33.,2016-10-30 02:48:23.980,0.51840526,s
